sample_ID,POINT_ID,coarse,clay,silt,sand,pH_in_H2O,pH_in_CaCl,OC,CaCO3,N,P,K,CEC,GPS_LAT,GPS_LONG,MAT,RAIN,Ndep_WD_tx,EROS,WT,LU,s_c_prc,OC_pom_g_kg,OC_sc_g_kg,OC_tf,N_tf,N_pom_g_kg,N_sc_g_kg
15270,52463890,11,9,31,60,7.41,6.99,18.1,21,1.5,27.3,64.5,11.1,57.21014,25.42926,4.741059959,703.5227143,6.300000191,0.287766715,-7.659250181,GR,35.206,4.196,11.778,15.974,1.224,0.197,1.027
15374,50823826,19,16,23,61,6.09,5.61,37.7,1,3.2,5,52.7,16.4,56.93421,22.56247,6.277248164,663.210395,6.78000021,0.36910528,-2.01645505,GR,21.188,19.743,13.611,33.354,3.138,1.727,1.411
15256,50323806,7,12,38,50,4.69,4.36,14.6,0.5,1.4,22.2,113.2,4.5,56.83319,21.69649,6.40223391,813.944284,7.800000191,0.535674813,-8.350462792,GR,48.672,1.522,10.912,12.435,1.293,0.116,1.177
15621,41223334,5,3,7,90,5.79,5.02,36.6,0.5,1.8,90.9,94.2,10,53.07779,7.02981,9.159178508,767.9822555,18.57999992,0.216349497,-0.019078808,CR,12.682,12.8,24.705,37.506,1.687,0.619,1.068
15787,41163298,5,3,9,88,4.91,4.42,50.8,0.5,2.7,136.1,37.2,9.3,52.75238,6.96301,9.294280896,741.4081915,18.57999992,0.240354092,-2.913854497,GR,13.268,23.958,20.565,44.523,2.303,1.143,1.16
15815,40703234,4,5,14,81,7.1,6.6,14.9,2,1.5,26.1,23.7,8.8,52.15889,6.3305,9.441707771,776.6877232,24.65999985,0.316708434,-2.493254624,GR,18.22,2.794,9.769,12.563,1.489,0.276,1.214
15747,40243242,5,2,8,90,4.2,3.71,44,0.5,1.8,13.9,74.1,6.2,52.20788,5.65239,9.550413648,833.787671,22.52000046,0.120104685,-3.302919656,FR,15.131,17.662,27.07,44.732,1.835,0.726,1.108
15785,40163258,14,13,20,67,7.48,7.27,17.7,15,1.3,16.3,81.3,11.6,52.34703,5.52109,9.556338902,798.5808309,22.52000046,0.474403948,-5.68E-14,GR,30.654,4.382,12.36,16.742,1.177,0.276,0.902
15662,39303176,2,20,49,31,6.4,6,23,2,1.9,81.2,94.5,18.1,51.55844,4.35558,10.24319051,789.3582206,17.19000053,0.572341372,-0.240638507,GR,66.535,2.302,13.117,15.419,1.518,0.16,1.358
15718,40343114,13,13,27,60,6.71,6.29,26.8,1,2.3,86.3,205.5,12.7,51.06483,5.90352,10.0614477,728.4838649,18,0.260343423,-5.68E-14,CR,44.18,4.075,21.127,25.202,2.37,0.318,2.052
16917,50243186,11,20,23,57,5.7,5.2,27.8,1,2.8,22,82,19.6,51.34523,20.12705,7.98201914,553.2599927,13.72999954,0.983816315,-9.598568995,CR,45.99,2.841,25.865,28.706,2.854,0.261,2.592
16298,50063258,12,13,23,64,6.25,5.92,34.7,1,3.3,5,38.2,18.7,52.00752,20.01214,8.222173021,517.3547607,13.01000023,0.264334869,-7.36605938,GR,27.441,13.555,16.827,30.381,3.141,1.24,1.902
16329,49063164,2,6,27,67,6.36,5.9,15.6,0.5,1.6,55.8,196.2,5.7,51.28359,18.40618,8.185607111,589.1913477,13.27000046,0.749001184,-19.4162782,CR,31.876,3.568,10.194,13.762,1.437,0.284,1.153
17302,51563322,8,11,18,71,7.3,6.79,17.9,2,1.9,19.3,67.5,16.9,52.36878,22.32718,7.360981616,533.9213291,10.81999969,1.511525014,-14.51813193,CR,33.407,2.76,14.278,17.038,2.096,0.396,1.699
16946,51243172,5,3,37,61,6.17,5.63,9.8,0.5,0.9,33.5,37.9,3.7,51.0882,21.51572,8.037941664,534.7895223,11.11999989,1.254543991,-10.69614225,CR,44.322,1.951,6.413,8.364,0.75,0.134,0.617
17259,50723422,5,5,5,89,6.29,5.92,54.3,0.5,4.4,33.8,83.2,22.8,53.37616,21.33673,7.457936209,487.7151839,11.96000004,0.203418407,-0.957289194,GR,9.559,21.849,18.879,40.728,3.677,1.918,1.759
17231,50203342,5,3,7,91,4.66,4.18,19.2,2,1.3,88.8,22.2,4.1,52.73626,20.38913,7.744795148,512.1019062,11.80000019,0.116778476,-3.246114022,GR,14.448,4.287,14.235,18.522,1.299,0.331,0.967
16440,50363026,9,17,73,10,6.94,6.49,10.6,3,1.2,177.8,408.9,11.3,49.907682,19.987846,8.277584399,758.5361859,10.89000034,6.487691442,-5.330742179,CR,90.221,2.387,7.204,9.591,1.156,0.153,1.003
16471,52523170,4,18,79,3,5.31,4.66,9.7,0.5,1.2,5,138.7,8.6,50.87591,23.31162,7.429661352,570.1352914,9.470000267,3.266887443,-12.3664392,CR,96.4,1.144,7.163,8.307,1.108,0.07,1.038
16550,52483182,11,20,47,33,7.9,7.18,13.8,100,1.6,10.6,277.4,14.5,50.98825,23.28627,7.443764873,562.4775662,9.470000267,2.149455018,-14.37740618,CR,65.001,2.665,11.473,14.137,1.512,0.154,1.359
16542,52303200,4,6,27,67,7.58,7.08,12,5,1.3,15.6,179.1,8.8,51.17607,23.07881,7.62358615,530.1221426,10.15999985,1.068690734,-9.234106533,GR,31.804,2.116,9.538,11.654,1.249,0.173,1.075
16745,51723256,4,3,22,74,4.08,3.75,10.4,0.5,1.1,62.5,49.3,2.3,51.76117,22.39462,7.662296597,510.7411275,10.55000019,0.732853523,-10.12844227,CR,24.158,2.517,5.105,7.622,0.719,0.268,0.451
16380,51283122,4,5,58,37,6.18,6.01,9.2,0.5,0.8,29.6,74.5,2.6,50.6395,21.46146,7.970831764,575.9497093,11.23999977,1.543013844,-29.52154494,CR,62.642,1.5,5.74,7.24,0.686,0.099,0.587
16898,50143134,3,3,10,87,4.36,3.79,6.3,0.5,0.7,41.7,32.4,2.5,50.89514,19.88436,8.037113446,596.9884449,12.10999966,0.297940815,-14.73371733,GR,15.862,1.249,4.919,6.167,0.59,0.124,0.465
16686,51423466,5,5,12,84,5.03,4.67,39.6,0.5,3.3,13.7,34.8,15.1,53.66236,22.48957,7.051839329,543.2033625,11.22000027,0.135563056,-2.163653019,GR,18.967,19.445,26.155,45.6,3.839,1.557,2.282
16126,48623266,8,9,22,70,7.32,6.93,14.4,28,1.2,20.8,53.5,10.3,52.23797,17.93727,8.841927555,506.5577427,12.61999989,0.422148809,-12.98296282,CR,31.399,2.522,9.997,12.519,1.39,0.185,1.204
17058,46703412,11,3,10,87,4.53,3.99,12.9,0.5,1.3,84.6,32.7,4.4,53.70077,15.28897,8.553663948,641.3996491,12.07999992,0.530111295,-5.546943464,CR,20.435,3.522,10.736,14.258,1.27,0.254,1.016
15895,48523170,18,4,6,90,4.32,3.75,9.9,1,0.5,5,29.4,3.3,51.39111,17.64633,8.282134716,568.1192957,13.36999989,0.77329944,-61.4194255,FR,13.034,7.024,6.735,13.759,0.893,0.398,0.496
15992,48403140,2,5,20,75,5.75,5.07,5.8,0.5,0.6,22.2,50.5,4.6,51.13427,17.42962,8.512523567,563.673317,12.96000004,0.436803841,-6.0113795,CR,26.279,1.253,4.291,5.545,0.552,0.118,0.434
16363,48923116,6,7,24,69,6.21,5.52,12.3,0.5,1.3,51.1,79.2,4.6,50.86951,18.13051,8.272051392,615.3411492,14.56000042,0.66881233,-5.541834465,CR,28.332,2.206,9.962,12.167,1.256,0.19,1.065
17570,49803394,6,3,10,87,4.75,4.22,11.4,0.5,0.9,47.5,35.9,1,53.24837,19.90732,7.314945131,593.5240748,12.34000015,0.644597318,-5.81979048,FR,13.982,2.521,6.109,8.63,0.612,0.19,0.422
18131,29182186,51,10,41,49,5.27,4.61,5,1,0.7,30,89.7,6.1,41.35828,-6.85571,13.47090558,1053.264883,3.900000095,1.222171409,-27.62445317,CR,49.509,2.241,5.189,7.43,0.964,0.314,0.651
17992,28362162,19,9,26,65,5.21,4.44,11.5,0.5,0.9,12,50.1,1,40.97901,-7.75049,11.99467451,1383.512092,3.880000114,1.245065008,-21.62998853,FR,31.984,3.444,6.781,10.225,0.912,0.323,0.589
18026,27762242,10,9,23,68,4.6,3.9,87.5,0.5,3.5,5,35.4,6.4,41.5489,-8.65905,14.00631851,1539.744972,6.179999828,0.139598327,-17.26442631,FR,28.199,39.221,37.42,76.641,3.504,1.421,2.083
17643,26581792,18,26,49,25,6.09,5.43,19.7,2,2,5,118.9,6.7,37.34975,-8.83372,16.2598574,518.4140735,4.139999866,0.595088729,-24.62662488,SHR,73.857,6.516,10.658,17.174,1.879,0.435,1.444
17942,28902084,38,6,15,79,6.16,5.33,4.9,2,0.5,5,41.9,7.3,40.4054,-6.93398,12.37197922,860.269554,5.460000038,0.151880318,-36.98796069,SHR,23.723,1.875,4.588,6.463,0.667,0.173,0.495
17943,28782100,26,5,15,80,4.65,4.06,10,0.5,1,29.1,65.2,4.8,40.52184,-7.11076,12.43572975,953.1225474,3.829999924,0.218679119,-40.44664236,SHR,23.612,2.502,6.507,9.01,0.936,0.192,0.744
17921,28562034,35,9,32,58,5.64,4.41,7.6,0.5,0.9,5,97.2,3.5,39.89685,-7.20421,16.12166694,717.7124962,4.409999847,1.566295281,-27.17033881,GR,40.268,2.022,4.816,6.838,0.753,0.186,0.567
17931,28422060,28,13,28,59,5.88,5.02,22.5,3,1.5,28.9,71.8,4.9,40.09663,-7.42719,14.41304123,964.6603186,4.099999905,1.443708301,-13.32530816,CR,36.681,4.81,13.165,17.975,1.507,0.352,1.155
17771,27381916,23,14,41,45,6.8,6.19,34.8,3,2.3,5,251.8,13.9,38.61279,-8.25151,15.80459754,686.9871899,5.170000076,0.448160288,-59.54396249,FR,51.791,16.748,16.967,33.715,2.454,0.886,1.567
17750,27281904,12,12,47,40,6.01,5.04,15.2,1,1.2,10.2,140.4,5.6,38.48587,-8.33376,16.40145248,643.3459672,5.170000076,2.174447537,-14.83839097,GR,61.803,3.511,8.733,12.243,1.036,0.184,0.852
17667,27221822,39,17,40,43,7.12,6.57,21.8,4,1.9,23.9,252.6,19.1,37.75281,-8.20168,16.51366303,579.9877074,4.5,1.663202433,-4.258624764,FR,53.931,9.019,10.98,19.999,2.326,0.801,1.525
18183,47684022,2,12,25,63,4.18,3.35,53.7,0.5,2.2,10.2,62.8,10,59.07813,17.7973,6.101314959,609.3220085,5.429999828,0.00304313,-16.51747889,FR,30.409,19.909,22.5,42.409,2.079,0.908,1.171
18174,46963986,8,15,40,45,4.14,3.82,75.1,0.5,4.8,32.3,158.2,11.4,58.82111,16.489092,6.285734351,606.4933448,5.71999979,0.548631767,-10.59437884,FR,47.576,39.679,33.251,72.929,5.062,2.287,2.775
18413,45963860,12,8,42,50,4.26,3.72,49,0.5,1.7,5,47,8.8,57.761952,14.617432,5.318750975,688.0497897,5.909999847,0.010959519,-2.315890488,FR,43.749,14.729,21.307,36.036,1.412,0.455,0.957
70049,45203792,10,7,42,51,4.97,4.13,24.8,1,1.1,5,21,4.8,57.18937,13.28891,6.228349025,953.526837,8.109999657,0.248167956,-2.206699567,FR,50.093,3.641,14.893,18.533,0.832,0.143,0.688
18786,45283650,10,20,45,35,5.23,4.51,20.7,0.5,1.6,16.4,117.3,5.8,55.911168,13.309532,7.358844409,793.4231094,9.960000038,0.548277811,-11.41103944,CR,62.86,6.133,13.075,19.208,1.712,0.358,1.354
18813,45143688,15,5,34,60,5.08,4.48,55.4,0.5,2.3,12.4,54,4.6,56.258005,13.112802,6.985677303,868.1040742,11.64999962,0.00634705,-4.220606583,GR,34.218,35.142,24.223,59.365,2.474,1.313,1.161
18253,45523900,2,6,27,68,4.77,4.21,25.5,1,1.8,11.3,76.2,6.5,58.144425,13.918515,6.008571561,627.5006055,5.650000095,0.442100009,-4.248223229,FR,32.296,7.469,14.559,22.029,1.789,0.478,1.312
18262,45243904,8,16,36,48,4.89,4.56,24.1,0.5,2.2,35,179.3,7.7,58.193365,13.447745,5.736379828,689.9577464,6.5,0.400161282,-59.91958856,CR,49.825,4.944,16.916,21.859,2.285,0.367,1.918
18822,45063778,9,7,29,63,4.31,3.54,54.1,0.5,2,5,40.6,6.5,57.06918,13.047692,6.273242568,1129.396639,11.31999969,0.210738305,-9.777057478,FR,37.349,15.854,29.528,45.382,2.109,0.768,1.34
19476,44944006,5,20,66,14,5.82,5.06,16.3,0.5,1.3,27.6,64.6,6.2,59.121815,13.015313,6.095457126,699.2403025,5.769999981,0.449993456,-6.126592494,CR,85.993,2.811,13.793,16.604,1.36,0.146,1.213
19579,44844098,2,2,7,91,5.63,4.74,8.6,1,0.5,12.2,14.3,1,59.952482,12.910422,4.586103248,768.4114607,4.349999905,0.167444417,-16.44312627,FR,9.432,3.112,2.694,5.805,0.269,0.137,0.132
19658,44724114,4,2,26,72,4.61,3.98,10.2,0.5,0.4,5,23.9,2.4,60.1006,12.707919,3.898286762,854.2729271,4.349999905,0.110901989,-6.105228262,FR,28.641,3.372,7.977,11.349,0.501,0.172,0.328
18979,46704528,10,2,46,51,5.87,4.68,9,0.5,0.5,22.5,32.7,2.5,63.698215,17.0321,1.706392233,589.5371137,1.850000024,0.033440234,-0.357908251,SHR,41.376,3.208,4.183,7.391,0.489,0.207,0.282
19122,46324472,25,6,31,63,4.29,3.47,26.2,0.5,1.2,16.7,58.9,4.5,63.228097,16.164097,1.678325788,661.3534388,1.850000024,0.036767728,-51.94011883,FR,33.959,9.108,11.183,20.291,1.126,0.333,0.794
20253,48304768,32,30,62,8,4.96,3.89,20.8,1,1.3,29.9,91.3,10,65.65772,21.035805,1.818573957,506.2027079,1.659999967,0.810612639,-10.34787662,FR,92.916,5.456,12.599,18.055,1.248,0.217,1.031
19864,48164650,18,4,39,57,4.52,3.85,42.8,0.5,1.5,5,64,8.9,64.62624,20.32776,1.660434374,639.5539522,2.269999981,0.069554739,-33.44863191,FR,37.891,18.868,15.323,34.192,1.545,0.692,0.853
20661,48084860,12,7,29,64,4.47,3.63,52,0.5,1.3,34.6,55.8,4,66.508187,20.906652,0.226384569,542.3699343,1.370000005,0.006922785,-5.25311239,FR,31.924,24.817,14.794,39.61,1.056,0.583,0.472
20619,48024858,8,8,41,50,4.58,3.67,55,0.5,1.3,51.7,70,7.5,66.498875,20.767027,0.30833386,545.4240582,1.129999995,0.001414445,-0.828239071,FR,45.234,36.289,19.102,55.391,1.333,0.797,0.536
20063,48004654,13,6,39,55,4.33,3.56,56.6,1,2.1,5,85.4,6.3,64.682825,20.01168,1.396304188,611.441604,1.75,0.004454422,-14.24143243,FR,39.176,21.472,17.535,39.007,1.915,0.879,1.036
20429,48004626,15,5,51,43,5.09,4.62,57.8,1,3.2,55.6,25.6,10,64.43316,19.922047,1.630307711,608.7270181,1.75,0.00282801,-0.533824095,GR,51.401,15.498,30.306,45.804,3.106,0.788,2.318
19815,47564666,12,3,29,68,6.05,5.21,18.1,0.5,0.6,5,31.5,2.6,64.84428,19.13877,1.308503952,550.2838559,1.529999971,0.009920749,-15.91239246,FR,32.242,4.849,5.987,10.836,0.638,0.24,0.398
20123,47204720,11,6,44,50,4.42,3.69,18,0.5,0.9,5,27.4,5.6,65.368318,18.54114,-0.066258328,617.8905526,1.25,0.01293296,-3.700859624,FR,47.537,4.24,8.718,12.958,0.777,0.225,0.552
19407,46764570,4,2,58,40,4.53,3.8,23.2,1,0.8,12.4,43.3,5.1,64.069295,17.246375,1.176807889,600.4090036,1.590000033,0.036613529,-3.104827731,FR,57.397,10.905,8.673,19.578,0.84,0.266,0.573
19391,46424620,19,8,59,33,4.98,4.25,22.3,0.5,1.2,5,37.2,3.6,64.54833,16.661875,0.432591644,606.7760814,1.409999967,0.11980602,-42.86297215,FR,59.52,7.379,10.761,18.14,1.153,0.319,0.834
20734,47842612,24,22,36,42,4.54,4.11,9.2,0.5,1.4,5,163.5,9.7,46.45208,16.0274,9.678144022,952.3224648,13.82999992,2.579211246,-19.78071245,CR,60.936,1.103,7.142,8.245,1.055,0.099,0.957
20793,47102574,15,39,46,15,7.36,6.96,67.9,67,5.4,11.5,117.3,37.4,46.16056,15.03466,9.237599295,1266.808815,14.11999989,10.97234572,-77.10287044,FR,78.906,15.232,41.416,56.649,6.074,1.242,4.831
20880,49142830,1,26,68,5,7.54,7.09,13.2,19,1.4,49.5,218.5,14.2,48.29367,18.00624,9.618200768,577.7068698,11.52000046,2.177447724,-57.91943235,CR,92.666,2.544,11.806,14.35,1.356,0.206,1.15
20839,49082812,5,30,63,7,7.78,7.2,21.3,67,2.3,184.8,619.2,25.2,48.13861,17.90048,10.2423404,544.468917,10.11999989,0.782863571,-1.283065997,CR,90.736,3.898,19.737,23.635,2.572,0.209,2.363
20814,48482874,1,30,61,9,6.39,5.77,14.8,2,1.5,29.8,157.6,18.6,48.74814,17.17674,9.38393939,695.5178528,12.27999973,2.541490525,-13.09529848,CR,85.507,1.026,14.288,15.314,1.539,0.059,1.479
21032,50722882,12,38,47,15,6.94,6.37,15.2,2,1.7,5,146.1,25.2,48.58226,20.21226,8.390584288,540.3831817,9.859999657,5.506813529,-46.48277355,GR,81.046,10.317,22.814,33.131,3.408,0.557,2.851
21034,51822906,5,60,37,2,6.71,5.95,17.9,1,1.5,18.4,276,43.5,48.64817,21.73475,9.429266556,626.6722286,10.46000004,0.849175344,-0.278446781,CR,100.088,2.135,24.331,26.467,3.456,0.14,3.316
22440,35343594,15,17,32,51,4.3,3.66,43.2,0.5,3.5,30.4,136.5,8.6,54.845278,-2.315278,7.015985712,1365.241864,9.130000114,3.239913174,-30.5510083,GR,36.923,15.734,25.237,40.971,3.735,1.393,2.342
22420,35023560,8,30,35,35,5.45,4.65,77.9,1,6.5,12.6,134.2,9.3,54.496944,-2.708333,7.418021881,1517.867455,9.300000191,5.106396457,-29.85526334,GR,41.376,34.656,38.662,73.318,6.578,2.948,3.63
21288,34943486,10,26,33,41,6.37,6.15,41.2,0.5,3.6,59.2,86.3,18.8,53.829722,-2.632222,8.740814376,1234.296006,12.31999969,0.393070943,-4.989000484,GR,49.659,13.308,24.512,37.819,4.374,1.332,3.042
21285,34703458,6,16,23,62,5.59,4.9,26.3,2,2.1,30,74.7,10.2,53.544722,-2.915,9.648442728,873.2377153,9.550000191,1.327715987,-4.59917055,GR,34.199,12.049,16.122,28.171,2.48,0.62,1.861
21817,35883454,8,13,15,72,6.81,6.22,31.6,0.5,2.2,43.7,217,13.9,53.683611,-1.151389,9.272882803,587.1378076,10.30000019,0.253639015,-3.130807978,CR,32.437,2.029,22.313,24.342,2.162,0.172,1.991
22423,35423508,13,20,40,40,5.77,5.31,61.5,7,3,5,25.8,14.3,54.096944,-1.968056,7.531346049,1495.49883,10.14000034,0.522207922,-7.678717309,GR,49.872,35.452,33.858,69.309,3.069,1.353,1.716
22148,35663432,39,41,37,23,6.06,5.46,85.1,1,5.5,16,104.1,20.9,53.459167,-1.4175,9.178934238,800.7348643,11.75,1.120281835,-22.8509461,GR,68.905,38.329,41.688,80.016,5.504,1.506,3.998
21771,36383402,5,15,11,74,5.1,4.74,20.3,1,1.9,27.4,197.2,9.7,53.2899,-0.28101,9.452180276,604.1353935,9.289999962,0.350675288,-3.28815339,CR,30.216,5.39,16.8,22.19,2.257,0.26,1.998
22100,36043352,30,22,43,35,6.54,6.03,27.3,1,2.2,31.8,242,14.3,52.798889,-0.682778,9.120833128,698.5437799,9.590000153,0.541666756,-30.39093825,GR,62.194,4.499,19.206,23.705,2.452,0.203,2.249
21479,37223310,4,20,23,57,5.58,5.31,43.5,0.5,3.8,92.9,779.5,18.9,52.570278,1.140278,9.63376807,639.9492876,11.55000019,0.119324764,-5.163370147,GR,42.093,9.027,30.888,39.915,4.45,0.766,3.684
21348,36643156,26,29,64,7,5.43,5.06,29.2,1,2.9,5,0,14.5,51.133611,0.583889,9.974012238,707.4697908,10.90999985,0.30047927,-12.15629833,GR,90.664,4.978,20.844,25.822,3.339,0.349,2.99
21219,34663188,5,10,15,74,5.1,4.81,28.9,1,3,47.1,60.3,10,51.154022,-2.287,9.479307648,883.2190027,9.93999958,1.075530051,-38.10358386,GR,21.055,12.024,12.035,24.059,2.929,1.32,1.61
21625,33503288,5,28,47,26,5.61,4.49,80.3,5,6.5,17.1,137.6,8.2,51.8475,-4.194198,9.620515203,1194.841791,9.18999958,1.503353162,-47.93076407,GR,49.931,35.765,44.184,79.949,7.386,3.123,4.264
21961,35523688,7,25,38,37,6.27,5.57,20.5,1,1.8,21,152.2,16.5,55.703056,-2.293889,8.217629927,707.0035652,6.059999943,0.581410447,-4.078631031,CR,64.748,1.117,14.258,15.374,2.1,0.079,2.021
21839,34483786,40,18,40,42,4.41,4.17,55.6,0.5,5,26.3,256.9,6.4,56.394722,-4.233611,7.731385005,1575.969566,7.579999924,2.927903298,-5.68E-14,GR,43.342,13.147,30.678,43.825,4.679,1.168,3.511
21524,34023682,29,19,37,45,5.31,4.73,39.6,1,3.4,14.9,77.7,10.1,55.399444,-4.614444,8.782623867,1047.011976,6.960000038,0.936143053,-12.03944913,GR,52.175,13.868,24.616,38.485,3.443,0.804,2.64
13019,31823512,2,47,48,5,6.93,6.6,112.7,20,10.2,41.3,123,38.9,53.480556,-7.346111,,,,,,GR,54.366,58.937,56.323,115.261,12.053,5.301,6.752
